Date,Open,High,Low,Close,Adj Close,Volume
2017-09-15,145.529999,146.589996,145.289993,146.059998,141.547836,46422400
2017-09-18,145.910004,146.369995,145.110001,145.550003,141.362366,24858200
2017-09-19,145.809998,146.009995,145.309998,145.800003,141.605148,20871200
2017-09-20,145.750000,145.910004,144.229996,145.350006,141.168106,34236200
2017-09-21,145.250000,145.259995,143.949997,144.460007,140.303711,28841800
2017-09-22,144.000000,144.529999,143.850006,144.320007,140.167725,21702400
2017-09-25,143.750000,143.830002,142.100006,142.800003,138.691437,54947700
2017-09-26,143.529999,143.800003,142.669998,143.169998,139.050781,29628800
2017-09-27,143.929993,145.000000,143.570007,144.460007,140.303711,33249400
2017-09-28,144.110001,144.559998,143.779999,144.410004,140.255157,24149400
2017-09-29,144.699997,145.559998,144.320007,145.449997,141.265198,43102400
2017-10-02,145.669998,146.169998,144.929993,145.580002,141.391479,27351300
2017-10-03,145.770004,146.059998,145.449997,145.889999,141.692535,19715200
2017-10-04,145.610001,146.339996,145.470001,146.029999,141.828522,26381100
2017-10-05,146.559998,147.539993,146.410004,147.460007,143.217377,31562400
2017-10-06,146.960007,147.660004,146.960007,147.660004,143.411636,23561100
2017-10-09,147.850006,148.009995,147.300003,147.490005,143.246521,13704800
2017-10-10,147.990005,148.139999,146.949997,147.600006,143.353378,19223100
2017-10-11,147.529999,148.070007,147.339996,148.039993,143.780670,12439100
2017-10-12,147.820007,148.350006,147.619995,147.770004,143.518478,14513500
2017-10-13,148.369995,148.509995,147.779999,148.339996,144.072052,18409900
2017-10-16,148.710007,148.889999,148.389999,148.850006,144.567383,21809400
2017-10-17,148.800003,149.059998,148.570007,149.039993,144.751923,13138200
2017-10-18,149.190002,149.210007,148.639999,148.860001,144.577118,17218200
2017-10-19,147.990005,148.330002,147.270004,148.309998,144.042923,27680300
2017-10-20,148.910004,149.039993,148.529999,148.710007,144.431458,30173300
2017-10-23,149.020004,149.029999,147.529999,147.740005,143.489319,29297100
2017-10-24,148.029999,148.300003,147.440002,147.990005,143.732132,20289500
2017-10-25,147.699997,148.179993,146.330002,147.429993,143.188263,36179100
2017-10-26,147.339996,147.710007,146.919998,146.960007,142.731766,28230200
2017-10-27,149.429993,151.520004,149.199997,151.240005,146.888641,60165100
2017-10-30,151.130005,152.190002,150.990005,151.580002,147.218842,31733400
2017-10-31,152.070007,152.369995,151.630005,152.149994,147.772430,26319300
2017-11-01,152.759995,152.830002,151.500000,152.100006,147.723862,29481600
2017-11-02,151.929993,151.990005,150.770004,151.809998,147.442230,31017400
2017-11-03,152.360001,153.289993,151.839996,153.270004,148.860245,26199200
2017-11-06,153.149994,153.850006,153.100006,153.789993,149.365234,28693900
2017-11-07,153.669998,154.080002,153.339996,153.880005,149.452698,21333100
2017-11-08,153.800003,154.539993,153.619995,154.500000,150.054855,17373500
2017-11-09,153.229996,153.770004,152.110001,153.690002,149.268112,40594500
2017-11-10,153.330002,153.800003,153.059998,153.679993,149.258423,20150800
2017-11-13,153.100006,154.070007,153.100006,153.869995,149.442963,12522400
2017-11-14,153.330002,153.500000,152.570007,153.309998,148.899063,25173800
2017-11-15,152.649994,153.000000,151.779999,152.589996,148.199768,24808000
2017-11-16,153.360001,154.889999,153.330002,154.539993,150.093704,34790600
2017-11-17,154.580002,154.690002,153.800003,153.949997,149.520630,28725800
2017-11-20,154.059998,154.199997,153.610001,153.830002,149.404114,21143900
2017-11-21,154.559998,155.570007,154.490005,155.500000,151.026062,20147800
2017-11-22,155.639999,155.839996,155.339996,155.690002,151.210587,17299000
2017-11-24,155.850006,156.309998,155.759995,156.259995,151.764160,8280600
2017-11-27,156.210007,156.559998,155.830002,156.190002,151.696213,22653400
2017-11-28,156.539993,156.690002,155.699997,156.589996,152.084717,25227300
2017-11-29,156.410004,156.449997,153.119995,153.860001,149.433258,71986300
2017-11-30,154.509995,155.449997,154.149994,155.149994,150.686111,56595500
2017-12-01,154.199997,155.240005,152.259995,154.490005,150.045105,59015800
2017-12-04,155.460007,155.630005,152.559998,152.710007,148.316345,51319100
2017-12-05,152.679993,154.550003,152.100006,152.809998,148.413437,40604200
2017-12-06,152.240005,153.740005,152.059998,153.500000,149.083603,28647800
2017-12-07,153.490005,154.460007,153.330002,154.020004,149.588608,32666200
2017-12-08,155.149994,155.529999,154.460007,154.699997,150.249069,28081700
2017-12-11,154.770004,155.949997,154.759995,155.899994,151.414520,20821500
2017-12-12,155.830002,156.149994,155.360001,155.690002,151.210587,20310300
2017-12-13,156.320007,156.490005,155.759995,155.990005,151.501968,24418500
2017-12-14,156.259995,156.660004,155.710007,155.880005,151.395142,24594700
2017-12-15,156.490005,157.820007,156.229996,157.649994,153.114212,49816200
2017-12-18,158.360001,158.770004,158.070007,158.639999,154.397903,26844500
2017-12-19,158.339996,158.500000,157.259995,157.699997,153.483032,31415000
2017-12-20,158.250000,158.279999,156.910004,157.529999,153.317627,38972600
2017-12-21,157.750000,158.250000,157.369995,157.550003,153.337067,18638700
2017-12-22,157.309998,157.429993,156.949997,157.369995,153.161880,23330400
2017-12-26,156.490005,156.720001,155.949997,156.520004,152.334610,21918700
2017-12-27,156.529999,156.960007,156.389999,156.539993,152.354065,22388200
2017-12-28,157.039993,157.070007,156.539993,156.729996,152.539001,25393800
2017-12-29,156.869995,156.899994,155.699997,155.759995,151.594955,33186000
2018-01-02,156.559998,158.529999,156.169998,158.490005,154.251953,32573300
2018-01-03,158.639999,160.169998,158.610001,160.029999,155.750778,29383600
2018-01-04,160.580002,160.789993,160.080002,160.309998,156.023270,24776100
2018-01-05,161.070007,162.029999,160.770004,161.919998,157.590195,26992300
2018-01-08,161.919998,162.630005,161.860001,162.550003,158.203384,23159100
2018-01-09,162.869995,163.039993,162.070007,162.559998,158.213120,24782400
2018-01-10,161.839996,162.210007,161.119995,162.179993,157.843277,34004000
2018-01-11,162.460007,163.300003,162.210007,163.289993,158.923584,20473500
2018-01-12,163.149994,164.660004,162.940002,164.490005,160.091507,37762700
2018-01-16,165.580002,166.419998,163.529999,164.020004,159.634064,41231800
2018-01-17,164.800003,166.039993,164.000000,165.789993,161.356705,33849900
2018-01-18,165.529999,166.199997,165.139999,165.820007,161.385925,26432200
2018-01-19,166.309998,166.610001,165.539993,166.339996,161.891998,38937600
2018-01-22,166.279999,168.119995,166.089996,168.119995,163.624435,26081400
2018-01-23,168.639999,169.660004,168.559998,169.509995,164.977249,37989700
2018-01-24,169.869995,170.240005,167.440002,168.410004,163.906662,54287400
2018-01-25,169.570007,169.630005,167.809998,168.350006,163.848297,28925000
2018-01-26,169.289993,170.949997,168.960007,170.929993,166.359283,32038200
2018-01-29,170.570007,170.910004,169.740005,170.100006,165.551498,37277800
2018-01-30,168.550003,169.419998,167.820007,168.699997,164.188889,44987700
2018-01-31,169.649994,169.990005,168.339996,169.399994,164.870224,42449200
2018-02-01,168.100006,169.729996,167.419998,167.960007,163.468719,38037900
2018-02-02,167.300003,167.699997,164.470001,164.610001,160.208298,68478100
2018-02-05,163.070007,165.750000,158.000000,158.119995,153.891846,105372200
2018-02-06,155.809998,162.509995,155.100006,162.309998,157.969803,118537900
2018-02-07,161.789993,163.550003,160.199997,160.210007,155.925980,91028300
2018-02-08,160.619995,160.800003,153.449997,153.449997,149.346710,94184800
2018-02-09,155.619995,157.240005,150.130005,156.100006,151.925888,113836600
2018-02-12,157.699997,159.949997,156.460007,158.869995,154.621796,63050600
2018-02-13,157.960007,160.009995,157.720001,159.690002,155.419846,31785600
2018-02-14,158.750000,162.929993,158.000000,162.679993,158.329865,52107400
2018-02-15,164.139999,165.699997,162.440002,165.699997,161.269150,51633900
2018-02-16,165.160004,166.759995,164.679993,164.960007,160.548965,62256300
2018-02-20,164.380005,166.679993,164.309998,165.289993,160.870087,36785600
2018-02-21,166.100006,167.720001,164.720001,164.820007,160.412659,41161800
2018-02-22,165.539993,166.419998,164.380005,164.800003,160.393234,37074400
2018-02-23,166.130005,168.169998,165.449997,168.169998,163.673065,50096900
2018-02-26,168.960007,170.399994,168.820007,170.399994,165.843475,39266700
2018-02-27,170.449997,170.729996,168.210007,168.289993,163.789871,42209900
2018-02-28,169.250000,169.800003,167.100006,167.210007,162.738754,42936300
2018-03-01,167.300003,168.070007,163.000000,164.479996,160.081757,76809900
2018-03-02,162.500000,166.279999,161.960007,165.990005,161.551392,57445100
2018-03-05,165.210007,168.259995,164.589996,167.830002,163.342163,38540200
2018-03-06,168.649994,169.110001,167.479996,168.539993,164.033173,29480900
2018-03-07,167.250000,169.070007,166.960007,168.929993,164.412781,34609400
2018-03-08,169.630005,169.979996,168.949997,169.860001,165.317917,25828400
2018-03-09,171.070007,173.160004,170.820007,173.160004,168.529663,38310500
2018-03-12,173.669998,174.479996,173.279999,174.080002,169.425064,37635000
2018-03-13,174.479996,175.210007,171.270004,171.710007,167.118423,55638900
2018-03-14,172.610001,172.740005,170.929993,171.679993,167.089249,40536400
2018-03-15,171.800003,172.529999,170.899994,171.529999,166.943237,28810400
2018-03-16,171.820007,172.199997,170.940002,171.020004,166.446869,31176700
2018-03-19,169.100006,169.220001,165.639999,167.100006,162.895569,71395100
2018-03-20,167.169998,168.039993,166.610001,167.649994,163.431717,34075700
2018-03-21,167.210007,168.759995,166.190002,166.919998,162.720093,43863500
2018-03-22,164.610001,165.770004,162.589996,162.800003,158.703720,66607300
2018-03-23,162.610001,163.300003,158.429993,158.509995,154.521698,80110400
2018-03-26,161.720001,164.600006,159.160004,164.399994,160.263458,57481500
2018-03-27,165.619995,165.619995,157.679993,159.080002,155.077332,78889100
2018-03-28,158.169998,159.779999,156.039993,157.250000,153.293350,89369700
2018-03-29,158.100006,161.710007,156.630005,160.130005,156.100937,68692600
2018-04-02,158.990005,159.740005,153.880005,155.509995,151.597153,85549400
2018-04-03,156.869995,157.919998,154.440002,157.259995,153.303116,64090000
2018-04-04,154.220001,160.229996,154.039993,159.740005,155.720749,65768700
2018-04-05,161.330002,161.580002,159.479996,160.649994,156.607834,43054900
2018-04-06,158.880005,160.460007,155.880005,156.630005,152.688995,59870900
2018-04-09,157.979996,160.880005,157.460007,157.729996,153.761337,41810400
2018-04-10,160.210007,161.729996,159.070007,161.210007,157.153732,48296800
2018-04-11,160.199997,162.000000,160.100006,160.279999,156.247147,41622100
2018-04-12,161.250000,162.770004,161.160004,162.210007,158.128586,30467900
2018-04-13,163.020004,163.259995,160.669998,161.369995,157.309723,44604900
2018-04-16,162.500000,163.190002,161.479996,162.600006,158.508774,28180800
2018-04-17,164.240005,166.460007,163.910004,166.100006,161.920700,35536100
2018-04-18,166.100006,167.000000,165.309998,166.440002,162.252182,29573900
2018-04-19,165.600006,165.990005,164.339996,164.910004,160.760666,34705700
2018-04-20,164.490005,164.610001,161.729996,162.300003,158.216324,49197100
2018-04-23,163.089996,163.729996,161.020004,161.889999,157.816620,33040600
2018-04-24,162.660004,162.910004,157.389999,158.460007,154.472961,70256800
2018-04-25,158.740005,159.309998,156.470001,158.649994,154.658157,52089300
2018-04-26,160.699997,162.529999,160.179993,161.990005,157.914124,43005500
2018-04-27,164.369995,164.410004,161.169998,162.089996,158.011597,51043400
2018-04-30,162.470001,163.479996,160.539993,160.940002,156.890549,35615300
2018-05-01,160.520004,162.800003,160.139999,162.779999,158.684265,36513500
2018-05-02,163.059998,163.570007,161.630005,161.820007,157.748383,38646800
2018-05-03,161.000000,162.399994,159.220001,161.800003,157.728897,60337100
2018-05-04,161.100006,165.250000,160.979996,164.869995,160.721634,41543200
2018-05-07,165.639999,166.779999,165.509995,166.240005,162.057220,32500200
2018-05-08,165.889999,166.429993,164.860001,166.070007,161.891449,26040200
2018-05-09,166.369995,168.000000,165.779999,167.880005,163.655930,29122700
2018-05-10,168.419998,169.740005,168.289993,169.619995,165.352112,27067600
2018-05-11,169.419998,169.860001,168.720001,169.460007,165.196198,24688800
2018-05-14,169.850006,170.820007,169.470001,169.750000,165.478836,21821700
2018-05-15,168.410004,168.500000,166.979996,167.869995,163.646164,49361600
2018-05-16,168.089996,169.369995,168.009995,168.979996,164.728256,22941200
2018-05-17,168.389999,169.610001,167.509995,168.330002,164.094604,27480200
2018-05-18,167.679993,168.259995,167.210007,167.460007,163.246506,26217900
2018-05-21,168.759995,169.500000,167.679993,168.399994,164.162827,22954600
2018-05-22,169.169998,169.449997,167.880005,168.179993,163.948349,19477700
2018-05-23,166.899994,169.619995,166.880005,169.600006,165.332672,26557800
2018-05-24,169.550003,169.850006,167.839996,169.550003,165.283920,27696500
2018-05-25,169.529999,170.330002,169.210007,169.720001,165.449646,27460500
2018-05-29,168.949997,169.919998,167.960007,168.970001,164.718506,41220500
2018-05-30,169.580002,170.479996,169.220001,170.179993,165.898041,22665800
2018-05-31,170.179993,171.199997,169.630005,170.070007,165.790833,35670900
2018-06-01,170.919998,172.839996,170.869995,172.740005,168.393661,45543300
2018-06-04,173.179993,174.339996,173.070007,174.300003,169.914383,20459600
2018-06-05,174.710007,175.130005,174.070007,174.839996,170.440796,24779300
2018-06-06,175.020004,175.889999,174.139999,175.860001,171.435120,25036600
2018-06-07,175.889999,175.929993,173.550003,174.429993,170.041107,39600300
2018-06-08,173.610001,174.880005,173.179993,174.440002,170.050842,31780300
2018-06-11,174.309998,175.339996,174.279999,174.910004,170.509048,22319700
2018-06-12,175.149994,176.000000,174.960007,175.830002,171.405884,22511800
2018-06-13,176.100006,177.139999,175.429993,175.820007,171.396164,37858600
2018-06-14,176.630005,177.889999,176.500000,177.600006,173.131348,35916000
2018-06-15,176.929993,177.330002,176.110001,176.979996,172.526932,49615700
2018-06-18,175.490005,176.649994,174.940002,176.500000,172.427322,31633200
2018-06-19,174.270004,176.039993,173.710007,176.000000,171.938828,38236000
2018-06-20,176.809998,177.979996,176.649994,177.250000,173.159973,33038000
2018-06-21,177.699997,177.880005,175.369995,175.710007,171.655548,43469400
2018-06-22,176.300003,176.369995,174.690002,175.320007,171.274567,30073200
2018-06-25,173.729996,173.990005,169.809998,171.369995,167.415680,77799700
2018-06-26,172.000000,173.059998,171.369995,172.070007,168.099518,39008100
2018-06-27,172.800003,173.580002,169.610001,169.729996,165.813522,52843500
2018-06-28,169.520004,171.770004,169.169998,171.190002,167.239822,46407700
2018-06-29,172.009995,172.919998,171.399994,171.649994,167.689194,36408500
2018-07-02,170.039993,172.850006,169.669998,172.800003,168.812668,31770000
2018-07-03,173.449997,173.449997,170.630005,170.800003,166.858826,25512700
2018-07-05,171.910004,173.059998,171.029999,172.919998,168.929901,31626200
2018-07-06,173.320007,175.740005,173.000000,175.610001,171.557816,37005600
2018-07-09,176.520004,177.229996,175.820007,177.190002,173.101364,27362100
2018-07-10,177.520004,177.720001,176.710007,177.320007,173.228378,23902500
2018-07-11,175.929993,177.070007,175.800003,176.419998,172.349152,30280600
2018-07-12,177.199997,179.460007,177.080002,179.460007,175.319031,27930100
2018-07-13,179.449997,179.899994,178.949997,179.610001,175.465530,28049800
2018-07-16,179.649994,179.949997,178.880005,179.179993,175.045456,21405300
2018-07-17,177.279999,180.649994,177.279999,180.270004,176.110321,31034100
